Job Code,Grade,Salary,Original Hire Date,Run Date,Tenure
11760,4,63793.6,6/30/2000,6/1/2024,8737
11550,6,41600,3/29/2017,6/1/2024,2621
11780,3,56784,4/3/2006,6/1/2024,6634
11780,3,56784,8/12/2013,6/1/2024,3946
11780,3,56784,8/14/2014,6/1/2024,3579
11780,3,56784,8/26/2014,6/1/2024,3567
16530,2,33280,9/22/2014,6/1/2024,3540
11550,6,41600,3/30/2015,6/1/2024,3351
11550,6,41600,10/12/2015,6/1/2024,3155
11570,2,58073.6,4/27/2017,6/1/2024,2592
11550,6,41600,6/29/2018,6/1/2024,2164
11550,6,41600,8/27/2018,6/1/2024,2105
11550,6,41600,4/29/2019,6/1/2024,1860
11760,4,63003.2,1/23/2012,6/1/2024,4513
11550,6,41600,9/29/2020,6/1/2024,1341
16530,2,33280,11/24/2020,6/1/2024,1285
11550,6,41600,1/21/2021,6/1/2024,1227
11770,2,56784,5/25/2021,6/1/2024,1103
11550,6,47590.4,8/23/2021,6/1/2024,1013
11770,2,56784,10/27/2021,6/1/2024,948
11760,4,57200,3/14/2022,6/1/2024,810
11770,2,51750.4,7/6/2022,6/1/2024,696
11770,2,51750.4,6/27/2022,6/1/2024,705
11690,2,51750.4,8/22/2022,6/1/2024,649
11550,6,41600,8/26/2022,6/1/2024,645
11550,6,41600,8/29/2022,6/1/2024,642
16530,2,33280,9/27/2022,6/1/2024,613
11550,6,41600,1/4/2023,6/1/2024,514
16530,2,33280,1/31/2023,6/1/2024,487
16530,2,33280,2/10/2023,6/1/2024,477
16530,2,33280,2/10/2023,6/1/2024,477
16530,2,33280,5/31/2023,6/1/2024,367
16530,2,33280,6/6/2023,6/1/2024,361
16530,2,33280,9/19/2023,6/1/2024,256
16530,2,33280,9/29/2023,6/1/2024,246
11600,1,46196.8,10/23/2023,6/1/2024,222
16530,2,33280,11/14/2023,6/1/2024,200
16530,2,33280,11/14/2023,6/1/2024,200
11770,2,44408,12/4/2023,6/1/2024,180
11550,6,41600,12/26/2023,6/1/2024,158
11550,6,41600,1/12/2024,6/1/2024,141
16530,2,33280,1/15/2024,6/1/2024,138
16530,2,33280,4/2/2024,6/1/2024,60
11770,2,42702.4,4/15/2024,6/1/2024,47
16530,2,33280,4/18/2024,6/1/2024,44
16530,2,33280,5/6/2024,6/1/2024,26
16530,2,33280,5/8/2024,6/1/2024,24
11090,6,93046.3,6/11/2000,6/1/2024,8756
11100,6,72290.48,6/11/2012,6/1/2024,4373
15520,6,74191.85,10/17/2014,6/1/2024,3515
15520,6,76154,5/23/2022,6/1/2024,740
11760,4,54204.8,6/1/2000,6/1/2024,8766
11550,6,41600,6/1/2000,6/1/2024,8766
11570,2,58697.6,6/1/2000,6/1/2024,8766
11550,6,41600,6/1/2000,6/1/2024,8766
11550,6,41600,6/1/2000,6/1/2024,8766
11550,6,41600,7/3/2000,6/1/2024,8734
11790,2,48859.2,12/4/2000,6/1/2024,8580
11550,6,41600,4/12/2004,6/1/2024,7355
11550,6,41600,5/3/2006,6/1/2024,6604
11780,3,41787.2,4/25/2004,6/1/2024,7342
11550,6,41600,1/2/2007,6/1/2024,6360
11550,6,41600,5/28/2007,6/1/2024,6214
11550,6,41600,7/19/2007,6/1/2024,6162
11550,6,41600,3/5/2012,6/1/2024,4471
11690,2,48859.2,6/16/2014,6/1/2024,3638
12020,2,41288,9/28/2015,6/1/2024,3169
15470,3,49961.6,7/11/2016,6/1/2024,2882
11790,2,49150.4,2/2/2018,6/1/2024,2311
11760,4,49961.6,4/3/2018,6/1/2024,2251
11790,2,50044.8,11/14/2018,6/1/2024,2026
11550,6,41600,4/10/2019,6/1/2024,1879
11770,2,41787.2,6/25/2019,6/1/2024,1803
11550,6,41600,7/3/2019,6/1/2024,1795
11770,2,41787.2,2/18/2020,6/1/2024,1565
11760,4,53372.8,8/31/2020,6/1/2024,1370
11550,6,41600,7/10/2015,6/1/2024,3249
16530,2,32760,4/30/2002,6/1/2024,8068
16720,4,51958.4,10/26/2015,6/1/2024,3141
11550,6,41600,3/2/2007,6/1/2024,6301
12020,2,39832,4/11/2021,6/1/2024,1147
11690,2,48859.2,6/21/2021,6/1/2024,1076
11730,1,45614.4,7/21/2021,6/1/2024,1046
11550,6,41600,8/9/2021,6/1/2024,1027
11550,6,41600,10/11/2021,6/1/2024,964
11550,6,41600,11/1/2021,6/1/2024,943
11770,2,41787.2,11/23/2021,6/1/2024,921
11770,2,41787.2,5/27/2022,6/1/2024,736
11550,6,41600,6/13/2022,6/1/2024,719
11550,6,41600,8/8/2022,6/1/2024,663
11550,6,41600,8/22/2022,6/1/2024,649
11550,6,41600,8/29/2022,6/1/2024,642
11770,2,41787.2,1/23/2023,6/1/2024,495
11550,6,41600,3/13/2023,6/1/2024,446
11550,6,41600,3/27/2023,6/1/2024,432
11770,2,41787.2,4/10/2023,6/1/2024,418
11770,2,41787.2,6/13/2023,6/1/2024,354
11550,6,41600,8/16/2023,6/1/2024,290
11760,4,51916.8,8/20/2023,6/1/2024,286
11550,6,41600,11/13/2023,6/1/2024,201
11600,1,46800,1/8/2024,6/1/2024,145
11770,2,41787.2,3/18/2024,6/1/2024,75
11770,2,41787.2,4/1/2024,6/1/2024,61
11690,2,43867.2,4/15/2024,6/1/2024,47
11770,2,41787.2,4/22/2024,6/1/2024,40
16530,2,31200,5/6/2024,6/1/2024,26
16530,2,31200,5/6/2024,6/1/2024,26
11050,7,84000,6/1/2000,6/1/2024,8766
10070,6,77591.25,6/1/2000,6/1/2024,8766
15540,8,84000,5/17/2006,6/1/2024,6590
15520,6,70833.41,7/20/2008,6/1/2024,5795
11100,6,63000,6/25/2000,6/1/2024,8742
15530,7,80388.33,9/22/2003,6/1/2024,7558
12550,7,95000,4/24/2023,6/1/2024,404
18950,9,130000,7/17/2023,6/1/2024,320
11700,3,43264,4/3/2006,6/1/2024,6634
11550,6,41600,8/10/1989,6/1/2024,12714
11760,4,60736,4/22/1998,6/1/2024,9537
11790,2,53352,5/31/1998,6/1/2024,9498
11550,6,41600,1/28/1996,6/1/2024,10352
11550,6,41600,7/23/1996,6/1/2024,10175
11790,2,53352,2/16/1997,6/1/2024,9967
11550,6,41600,4/21/1997,6/1/2024,9903
11550,6,41600,9/4/1997,6/1/2024,9767
11550,6,41600,7/2/1998,6/1/2024,9466
11550,6,41600,10/16/1987,6/1/2024,13378
12020,2,46009.6,6/25/2000,6/1/2024,8742
11760,4,58136,6/25/2000,6/1/2024,8742
11550,6,41600,6/25/2000,6/1/2024,8742
11550,6,41600,6/25/2000,6/1/2024,8742
11550,6,41600,6/25/2000,6/1/2024,8742
11570,2,58177.6,6/25/2000,6/1/2024,8742
11550,6,41600,6/25/2000,6/1/2024,8742
11570,2,58177.6,6/25/2000,6/1/2024,8742
11570,2,58635.2,6/25/2000,6/1/2024,8742
16530,2,28329.6,6/25/2000,6/1/2024,8742
11790,2,53352,6/25/2000,6/1/2024,8742
11790,2,53352,6/25/2000,6/1/2024,8742
11760,4,60736,6/25/2000,6/1/2024,8742
11690,2,53352,6/25/2000,6/1/2024,8742
11550,6,41600,6/25/2000,6/1/2024,8742
11580,2,51126.4,6/25/2000,6/1/2024,8742
11730,1,52956.8,12/11/2003,6/1/2024,7478
11690,2,53352,4/5/2005,6/1/2024,6997
11760,4,60611.2,2/14/2006,6/1/2024,6682
11550,6,41600,9/2/2009,6/1/2024,5386
11760,4,60611.2,12/22/2009,6/1/2024,5275
16530,2,28329.6,9/27/2010,6/1/2024,4996
11550,6,41600,9/10/2012,6/1/2024,4282
15470,3,34528,10/17/2012,6/1/2024,4245
11550,6,41600,12/21/2012,6/1/2024,4180
11550,6,41600,1/7/2013,6/1/2024,4163
11690,2,53352,11/29/2012,6/1/2024,4202
11730,1,52956.8,11/29/2012,6/1/2024,4202
15470,3,41600,2/11/2013,6/1/2024,4128
16530,2,28329.6,8/4/2013,6/1/2024,3954
11700,3,55078.4,9/3/2013,6/1/2024,3924
16720,4,46425.6,9/30/2013,6/1/2024,3897
11780,3,47070.4,12/2/2013,6/1/2024,3834
11550,6,41600,7/28/2014,6/1/2024,3596
11550,6,41600,8/18/2014,6/1/2024,3575
11550,6,41600,9/22/2014,6/1/2024,3540
16530,2,28329.6,9/22/2014,6/1/2024,3540
11550,6,41600,10/20/2014,6/1/2024,3512
16530,2,28329.6,3/2/2015,6/1/2024,3379
11600,1,40019.2,7/6/2015,6/1/2024,3253
12100,4,43451.2,8/3/2015,6/1/2024,3225
11780,3,47070.4,8/31/2015,6/1/2024,3197
11550,6,41600,10/26/2015,6/1/2024,3141
11550,6,41600,2/29/2016,6/1/2024,3015
11550,6,41600,11/7/2016,6/1/2024,2763
16530,2,28329.6,12/12/2016,6/1/2024,2728
16530,2,28329.6,7/26/2017,6/1/2024,2502
15470,3,39520,8/17/2017,6/1/2024,2480
15480,3,47236.8,8/28/2017,6/1/2024,2469
16530,2,28329.6,11/13/2017,6/1/2024,2392
11780,3,44449.6,4/16/2018,6/1/2024,2238
11550,6,41600,6/5/2018,6/1/2024,2188
11780,3,44449.6,7/16/2018,6/1/2024,2147
11770,2,45783.09,9/17/2018,6/1/2024,2084
11550,6,41600,3/16/2020,6/1/2024,1538
11550,6,41600,9/15/2020,6/1/2024,1355
11550,6,41600,8/2/1996,6/1/2024,10165
11550,6,41600,7/2/2000,6/1/2024,8735
11770,2,40539.2,1/20/2020,6/1/2024,1594
11550,6,41600,3/29/2021,6/1/2024,1160
11550,6,41600,4/26/2021,6/1/2024,1132
11770,2,40539.2,9/13/2021,6/1/2024,992
11770,2,40539.2,9/27/2021,6/1/2024,978
11770,2,40539.2,3/7/2022,6/1/2024,817
11550,6,41600,5/11/2022,6/1/2024,752
11570,2,51916.8,5/23/2022,6/1/2024,740
11770,2,40539.2,9/26/2022,6/1/2024,614
11550,6,41600,10/17/2022,6/1/2024,593
11600,1,33737.6,12/5/2022,6/1/2024,544
11550,6,41600,3/27/2023,6/1/2024,432
16530,2,28329.6,3/16/2023,6/1/2024,443
11550,6,41600,5/25/2023,6/1/2024,373
11550,6,41600,6/5/2023,6/1/2024,362
11550,6,41600,9/25/2023,6/1/2024,250
11550,6,41600,11/14/2023,6/1/2024,200
11550,6,41600,11/27/2023,6/1/2024,187
11770,2,40539.2,12/11/2023,6/1/2024,173
11550,6,41600,2/14/2024,6/1/2024,108
11770,2,40539.2,3/4/2024,6/1/2024,89
11770,2,40539.2,3/25/2024,6/1/2024,68
11550,6,41600,4/22/2024,6/1/2024,40
11050,7,86565.09,11/12/1997,6/1/2024,9698
10070,6,76855.35,6/25/2000,6/1/2024,8742
15520,6,74217.06,6/25/2000,6/1/2024,8742
15530,7,66727,6/25/2000,6/1/2024,8742
11050,7,93344.68,6/25/2000,6/1/2024,8742
11100,6,66254.3,6/25/2000,6/1/2024,8742
12540,7,74947.08,9/15/2004,6/1/2024,7199
11100,6,64861.86,5/22/2006,6/1/2024,6585
15530,7,62208.43,9/29/2014,6/1/2024,3533
11100,6,56712.63,11/14/2016,6/1/2024,2756
18960,10,147973.77,4/1/2019,6/1/2024,1888
15540,8,105584.53,3/18/1990,6/1/2024,12494
11770,2,52000,10/19/2016,6/1/2024,2782
11790,2,43680,1/14/2019,6/1/2024,1965
12050,2,59529.6,9/28/2020,6/1/2024,1342
11790,2,56243.2,12/8/2002,6/1/2024,7846
11690,2,56721.6,12/8/2002,6/1/2024,7846
11550,6,49025.6,12/8/2002,6/1/2024,7846
11550,6,47528,12/8/2002,6/1/2024,7846
11550,6,45011.2,12/8/2002,6/1/2024,7846
11550,6,41600,12/8/2002,6/1/2024,7846
11550,6,45697.6,12/8/2002,6/1/2024,7846
11550,6,44553.6,5/26/2003,6/1/2024,7677
11760,4,61484.8,10/1/2003,6/1/2024,7549
11550,6,41600,12/31/2004,6/1/2024,7092
11780,3,41600,1/5/2005,6/1/2024,7087
12020,2,45676.8,3/31/2005,6/1/2024,7002
11550,6,41600,6/26/2012,6/1/2024,4358
11550,6,41600,7/6/2005,6/1/2024,6905
11690,2,46155.2,7/26/2005,6/1/2024,6885
15470,3,45593.6,9/6/2010,6/1/2024,5017
11550,6,41600,2/23/2011,6/1/2024,4847
11600,1,37502.4,4/12/2011,6/1/2024,4799
16720,4,59321.6,6/16/2004,6/1/2024,7290
11690,2,58697.6,9/3/2008,6/1/2024,5750
11780,3,41600,7/26/2004,6/1/2024,7250
11780,3,41600,2/15/2012,6/1/2024,4490
11770,2,41600,1/23/2013,6/1/2024,4147
11550,6,41600,9/12/2012,6/1/2024,4280
11730,1,41600,3/28/2013,6/1/2024,4083
11550,6,41600,4/10/2013,6/1/2024,4070
11550,6,41600,7/31/2013,6/1/2024,3958
11550,6,41600,11/13/2013,6/1/2024,3853
15470,3,48609.6,7/16/2014,6/1/2024,3608
11550,6,43264,9/3/2014,6/1/2024,3559
11600,1,37148.8,11/19/2014,6/1/2024,3482
11550,6,41600,11/2/2017,6/1/2024,2403
11550,6,41600,8/5/2019,6/1/2024,1762
11820,2,37793.6,3/13/2020,6/1/2024,1541
12100,4,49961.6,12/23/2019,6/1/2024,1622
11550,6,46113.6,12/8/2002,6/1/2024,7846
11760,4,57928,11/26/2018,6/1/2024,2014
15470,3,45718.4,9/8/2009,6/1/2024,5380
11550,6,41600,4/1/2021,6/1/2024,1157
11550,6,41600,4/15/2021,6/1/2024,1143
11790,2,45760,5/6/2021,6/1/2024,1122
11770,2,52000,8/30/2021,6/1/2024,1006
11570,2,49753.6,9/7/2021,6/1/2024,998
11700,3,46342.4,11/17/2021,6/1/2024,927
11550,6,41600,2/11/2022,6/1/2024,841
11570,2,43284.8,2/3/2022,6/1/2024,849
11550,6,41600,4/18/2022,6/1/2024,775
16730,6,73548.8,4/12/2022,6/1/2024,781
11790,2,41724.8,4/11/2022,6/1/2024,782
11550,6,41600,4/20/2022,6/1/2024,773
11550,6,41600,6/29/2022,6/1/2024,703
11550,6,41600,7/11/2022,6/1/2024,691
11770,2,52000,7/26/2022,6/1/2024,676
11550,6,41600,7/27/2022,6/1/2024,675
11550,6,41600,9/19/2022,6/1/2024,621
11550,6,41600,9/13/2022,6/1/2024,627
11550,6,41600,10/17/2022,6/1/2024,593
11770,2,52000,10/7/2022,6/1/2024,603
11550,6,41600,10/24/2022,6/1/2024,586
11550,6,41600,12/15/2022,6/1/2024,534
11550,6,41600,1/23/2023,6/1/2024,495
11700,3,49753.6,3/10/2023,6/1/2024,449
12300,4,58406.4,3/6/2023,6/1/2024,453
11770,2,52000,3/6/2023,6/1/2024,453
11550,6,41600,3/27/2023,6/1/2024,432
11550,6,41600,4/3/2023,6/1/2024,425
11550,6,41600,4/17/2023,6/1/2024,411
17580,6,41600,4/24/2023,6/1/2024,404
17580,6,41600,5/1/2023,6/1/2024,397
11550,6,41600,5/17/2023,6/1/2024,381
11550,6,41600,6/5/2023,6/1/2024,362
11550,6,41600,5/12/2023,6/1/2024,386
11790,2,42432,8/9/2023,6/1/2024,297
11770,2,52000,9/22/2023,6/1/2024,253
11550,6,41600,10/17/2023,6/1/2024,228
11790,2,44990.4,10/23/2023,6/1/2024,222
17580,6,41600,10/30/2023,6/1/2024,215
11550,6,41600,1/15/2024,6/1/2024,138
11550,6,41600,2/5/2024,6/1/2024,117
11550,6,41600,2/27/2024,6/1/2024,95
17580,6,41600,3/11/2024,6/1/2024,82
11770,2,52000,3/11/2024,6/1/2024,82
11770,2,52000,3/11/2024,6/1/2024,82
11770,2,52000,3/22/2024,6/1/2024,71
12300,4,66560,4/29/2024,6/1/2024,33
11550,6,41600,4/15/2024,6/1/2024,47
11770,2,52000,4/17/2024,6/1/2024,45
11770,2,52000,4/19/2024,6/1/2024,43
11770,2,52000,4/18/2024,6/1/2024,44
11770,2,52000,4/19/2024,6/1/2024,43
11100,6,82128.8,12/8/2002,6/1/2024,7846
10070,6,73008,6/10/2009,6/1/2024,5470
15520,6,75388.88,5/3/2004,6/1/2024,7334
11050,7,98800,1/17/2022,6/1/2024,866
11100,6,82562.48,5/23/2022,6/1/2024,740
15520,6,85945.6,7/11/2022,6/1/2024,691
18950,9,156000,10/3/2022,6/1/2024,607
15540,8,100000,12/30/2022,6/1/2024,519
12550,7,110000,1/22/2024,6/1/2024,131
16730,6,65249.6,11/21/2016,6/1/2024,2749
11550,6,41600,7/19/1999,6/1/2024,9084
11730,1,37190.4,3/6/2006,6/1/2024,6662
11550,6,41600,6/2/2008,6/1/2024,5843
15470,3,42723.2,9/10/2020,6/1/2024,1360
11550,6,41600,3/25/2012,6/1/2024,4451
11580,2,50835.2,3/26/2012,6/1/2024,4450
11550,6,41600,4/19/2012,6/1/2024,4426
11550,6,41600,6/19/2013,6/1/2024,4000
16720,4,47236.8,6/19/2013,6/1/2024,4000
11600,1,40601.6,2/4/2015,6/1/2024,3405
12100,4,53913.6,8/4/2016,6/1/2024,2858
12430,4,74464,1/23/2017,6/1/2024,2686
15470,3,52457.6,1/23/2017,6/1/2024,2686
11770,2,37190.4,3/27/2017,6/1/2024,2623
11780,3,33841.6,8/14/2017,6/1/2024,2483
16730,6,67662.4,8/28/2017,6/1/2024,2469
11550,6,41600,9/25/2017,6/1/2024,2441
11550,6,41600,10/9/2017,6/1/2024,2427
11760,4,48152,11/8/2017,6/1/2024,2397
11770,2,37190.4,3/7/2018,6/1/2024,2278
11780,3,33841.6,3/19/2018,6/1/2024,2266
11700,3,46862.4,3/19/2018,6/1/2024,2266
11780,3,33841.6,3/18/2018,6/1/2024,2267
12300,4,62982.4,3/20/2018,6/1/2024,2265
11550,6,41600,4/3/2018,6/1/2024,2251
11550,6,41600,5/21/2018,6/1/2024,2203
11550,6,41600,9/19/2018,6/1/2024,2082
11780,3,33841.6,10/15/2018,6/1/2024,2056
11700,3,44990.4,11/12/2018,6/1/2024,2028
11690,2,46404.8,4/15/2019,6/1/2024,1874
11790,2,43555.2,4/25/2019,6/1/2024,1864
11550,6,41600,5/28/2019,6/1/2024,1831
12020,2,43721.6,8/5/2019,6/1/2024,1762
11700,3,44990.4,2/10/2020,6/1/2024,1573
11780,3,35360,9/29/2020,6/1/2024,1341
11570,2,45780.8,10/28/2020,6/1/2024,1312
11550,6,41600,11/9/2015,6/1/2024,3127
11700,3,46862.4,10/14/2014,6/1/2024,3518
11700,3,46862.4,7/16/2018,6/1/2024,2147
11760,4,48152,1/15/2021,6/1/2024,1233
11690,2,44990.4,2/3/2021,6/1/2024,1214
11550,6,41600,3/15/2021,6/1/2024,1174
11550,6,41600,3/15/2021,6/1/2024,1174
11550,6,41600,3/18/2021,6/1/2024,1171
12020,2,38604.8,5/10/2021,6/1/2024,1118
11550,6,41600,5/17/2021,6/1/2024,1111
11550,6,41600,5/17/2021,6/1/2024,1111
11550,6,41600,5/24/2021,6/1/2024,1104
11700,3,44990.4,6/7/2021,6/1/2024,1090
11550,6,41600,6/21/2021,6/1/2024,1076
12050,2,56243.2,6/22/2021,6/1/2024,1075
11550,6,41600,7/26/2021,6/1/2024,1041
11790,2,44324.8,8/9/2021,6/1/2024,1027
11790,2,44324.8,8/23/2021,6/1/2024,1013
11550,6,41600,9/13/2021,6/1/2024,992
15490,5,47236.8,9/13/2021,6/1/2024,992
11550,6,41600,9/20/2021,6/1/2024,985
11550,6,41600,10/11/2021,6/1/2024,964
15480,3,51126.4,10/11/2021,6/1/2024,964
11550,6,41600,11/3/2021,6/1/2024,941
11550,6,41600,10/18/2021,6/1/2024,957
11550,6,41600,11/8/2021,6/1/2024,936
11780,3,33841.6,11/22/2021,6/1/2024,922
15490,5,49483.2,11/23/2021,6/1/2024,921
11550,6,41600,1/4/2022,6/1/2024,879
12020,2,37876.8,3/7/2022,6/1/2024,817
11550,6,41600,3/14/2022,6/1/2024,810
11550,6,49483.2,3/28/2022,6/1/2024,796
11550,6,41600,4/4/2022,6/1/2024,789
11550,6,41600,4/11/2022,6/1/2024,782
11580,2,49483.2,4/25/2022,6/1/2024,768
11550,6,41600,5/16/2022,6/1/2024,747
11550,6,41600,5/16/2022,6/1/2024,747
11550,6,49025.6,5/9/2022,6/1/2024,754
11550,6,41600,5/30/2022,6/1/2024,733
11550,6,41600,5/30/2022,6/1/2024,733
11550,6,49025.6,6/7/2022,6/1/2024,725
12430,4,62982.4,6/13/2022,6/1/2024,719
11770,2,35360,6/13/2022,6/1/2024,719
11550,6,41600,7/18/2022,6/1/2024,684
11770,2,35360,7/14/2022,6/1/2024,688
11550,6,41600,8/15/2022,6/1/2024,656
15480,3,49483.2,8/16/2022,6/1/2024,655
15480,3,47236.8,9/15/2022,6/1/2024,625
11770,2,35360,9/15/2022,6/1/2024,625
11600,1,37876.8,9/22/2022,6/1/2024,618
11700,3,44990.4,10/13/2022,6/1/2024,597
11790,2,43264,10/13/2022,6/1/2024,597
11790,2,44990.4,11/2/2022,6/1/2024,577
11550,6,41600,11/21/2022,6/1/2024,558
11550,6,41600,12/12/2022,6/1/2024,537
11770,2,35360,12/11/2022,6/1/2024,538
11790,2,44324.8,12/13/2022,6/1/2024,536
11550,6,43264,1/9/2023,6/1/2024,509
11550,6,41600,1/3/2023,6/1/2024,515
11730,1,35360,1/10/2023,6/1/2024,508
11550,6,41600,2/20/2023,6/1/2024,467
11600,1,36774.4,2/27/2023,6/1/2024,460
11550,6,41600,4/10/2023,6/1/2024,418
11550,6,41600,4/17/2023,6/1/2024,411
15480,3,45760,5/3/2023,6/1/2024,395
11770,2,35360,5/11/2023,6/1/2024,387
11600,1,36504,5/11/2023,6/1/2024,387
11550,6,41600,5/16/2023,6/1/2024,382
11550,6,41600,6/8/2023,6/1/2024,359
11550,6,41600,6/26/2023,6/1/2024,341
11550,6,41600,8/21/2023,6/1/2024,285
11770,2,35360,9/7/2023,6/1/2024,268
11550,6,41600,10/2/2023,6/1/2024,243
11550,6,41600,10/30/2023,6/1/2024,215
11770,2,35360,11/13/2023,6/1/2024,201
11550,6,41600,11/27/2023,6/1/2024,187
11790,2,41600,11/27/2023,6/1/2024,187
11550,6,41600,1/2/2024,6/1/2024,151
11550,6,41600,12/26/2023,6/1/2024,158
11770,2,35360,12/26/2023,6/1/2024,158
11770,2,35360,1/8/2024,6/1/2024,145
11550,6,41600,2/14/2024,6/1/2024,108
11770,2,35360,3/18/2024,6/1/2024,75
11550,6,41600,3/25/2024,6/1/2024,68
11550,6,41600,3/25/2024,6/1/2024,68
11550,6,41600,3/25/2024,6/1/2024,68
11770,2,35360,3/25/2024,6/1/2024,68
11550,6,41600,3/27/2024,6/1/2024,66
11550,6,41600,4/15/2024,6/1/2024,47
11770,2,35360,4/11/2024,6/1/2024,51
11700,3,39520,4/15/2024,6/1/2024,47
15470,3,39520,4/17/2024,6/1/2024,45
11770,2,35360,4/22/2024,6/1/2024,40
11550,6,41600,4/22/2024,6/1/2024,40
11770,2,35360,4/29/2024,6/1/2024,33
11550,6,41600,5/6/2024,6/1/2024,26
11770,2,35360,5/6/2024,6/1/2024,26
12550,7,73788,8/20/2014,6/1/2024,3573
18930,8,124800,3/18/2015,6/1/2024,3363
10070,6,62183.68,1/30/2014,6/1/2024,3775
11050,7,75000,4/4/2018,6/1/2024,2250
11100,6,77774.32,1/3/2019,6/1/2024,1976
15520,6,69406.27,11/4/2019,6/1/2024,1671
15540,8,88400,11/2/2020,6/1/2024,1307
15520,6,69573.92,5/3/2021,6/1/2024,1125
11100,6,68640,6/6/2022,6/1/2024,726
16740,6,89772.8,6/29/2009,6/1/2024,5451
11680,4,62836.8,7/17/2009,6/1/2024,5433
11680,4,60216,7/26/2010,6/1/2024,5059
11680,4,60507.2,11/28/2010,6/1/2024,4934
11680,4,65894.4,6/28/2011,6/1/2024,4722
11670,2,51646.4,7/13/2011,6/1/2024,4707
11670,2,53352,10/2/2012,6/1/2024,4260
11670,2,49545.6,12/9/2013,6/1/2024,3827
16750,6,89772.8,7/14/2014,6/1/2024,3610
12090,3,53684.8,10/27/2014,6/1/2024,3505
11680,4,54600,9/11/2016,6/1/2024,2820
11800,3,54080,9/11/2016,6/1/2024,2820
12050,2,53352,12/6/2016,6/1/2024,2734
11680,4,48068.8,2/7/2017,6/1/2024,2671
16720,4,67496,8/4/2017,6/1/2024,2493
11670,2,48339.2,11/1/2017,6/1/2024,2404
11670,2,37336,2/14/2018,6/1/2024,2299
11670,2,49088,6/4/2018,6/1/2024,2189
16730,6,89772.8,11/12/2018,6/1/2024,2028
11680,4,52000,4/10/2019,6/1/2024,1879
11680,4,53664,6/6/2019,6/1/2024,1822
16730,6,82742.4,12/9/2019,6/1/2024,1636
16730,6,83990.4,5/19/2020,6/1/2024,1474
12090,3,58780.8,10/13/2020,6/1/2024,1327
12750,2,44137.6,2/3/2021,6/1/2024,1214
12050,2,54828.8,2/22/2022,6/1/2024,830
11670,2,40664,7/25/2022,6/1/2024,677
11670,2,41974.4,1/23/2023,6/1/2024,495
12370,2,35360,1/23/2023,6/1/2024,495
11670,2,41974.4,2/15/2023,6/1/2024,472
11670,2,41974.4,3/24/2023,6/1/2024,435
11670,2,41766.4,5/4/2023,6/1/2024,394
11680,4,48838.4,5/30/2023,6/1/2024,368
11670,2,41454.4,6/6/2023,6/1/2024,361
16720,4,72800,6/27/2023,6/1/2024,340
12560,8,135056.26,6/8/2009,6/1/2024,5472
10041,7,79500,7/6/2009,6/1/2024,5444
12540,7,114400,7/17/2009,6/1/2024,5433
11110,6,78187.5,9/3/2013,6/1/2024,3924
12880,6,72474.84,9/9/2014,6/1/2024,3553
12870,6,69799.98,5/22/2017,6/1/2024,2567
11480,6,70603.1,11/20/2017,6/1/2024,2385
12870,6,71504.05,2/8/2018,6/1/2024,2305
12700,7,92048,3/7/2019,6/1/2024,1913
11040,8,143100,5/3/2022,6/1/2024,760
12220,4,68640,9/24/2007,6/1/2024,6095
12210,3,54080,6/29/2020,6/1/2024,1433
12210,3,58240,1/8/2024,6/1/2024,145
12210,3,47840,1/8/2024,6/1/2024,145
12220,4,66560,1/22/2024,6/1/2024,131
12220,4,66560,3/25/2024,6/1/2024,68
12230,6,92820,2/14/2000,6/1/2024,8874
11460,6,115000,4/10/2023,6/1/2024,418
16340,6,68473.6,6/5/2018,6/1/2024,2188
16340,6,68473.6,1/25/2018,6/1/2024,2319
16340,6,68140.8,7/8/2019,6/1/2024,1790
16340,6,68473.6,11/9/2018,6/1/2024,2031
16340,6,76086.4,1/3/2018,6/1/2024,2341
16340,6,60840,9/21/2020,6/1/2024,1349
16340,6,58510.4,4/22/2024,6/1/2024,40
12560,8,98000,12/1/2021,6/1/2024,913
16340,6,60840,5/16/2022,6/1/2024,747
16340,6,60840,5/16/2022,6/1/2024,747
12570,8,103551,9/1/2017,6/1/2024,2465
12550,7,86625,9/5/2017,6/1/2024,2461
16340,6,69825.6,2/28/2022,6/1/2024,824
16340,6,55328,2/20/2023,6/1/2024,467
16340,6,69118.4,5/7/2020,6/1/2024,1486
16340,6,72072,3/26/2019,6/1/2024,1894
16340,6,67808,9/30/2019,6/1/2024,1706
16340,6,67808,10/24/2022,6/1/2024,586
16340,6,59675.2,11/20/2023,6/1/2024,194
16340,6,58510.4,2/26/2024,6/1/2024,96
10860,7,74250,2/17/2020,6/1/2024,1566
11160,9,109250,1/9/2023,6/1/2024,509
16320,5,67329.6,2/17/2020,6/1/2024,1566
16320,5,71448,1/7/2019,6/1/2024,1972
16320,5,72664.8,8/1/2017,6/1/2024,2496
18680,6,89211.2,11/19/2001,6/1/2024,8230
16320,5,68702.4,3/21/2005,6/1/2024,7012
16310,4,57928,3/2/2020,6/1/2024,1552
16310,4,57928,2/17/2020,6/1/2024,1566
16310,4,56950.4,2/22/2016,6/1/2024,3022
16330,4,58552,12/13/2021,6/1/2024,901
16310,4,58489.6,2/22/2022,6/1/2024,830
16330,4,58468.8,10/17/2022,6/1/2024,593
